ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Categoría detectada,Categoría final,Urgencia_num
406,Carlos,51.0,M,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-04-20,1,1,1,,Medio Ambiente,1
408,Juan,25.0,F,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-11-18,0,0,0,,Medio Ambiente,1
412,Camilo,59.0,M,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,2023-06-13,1,1,0,Medio Ambiente,Medio Ambiente,1
415,Ana,32.0,F,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-11-03,1,0,1,,Medio Ambiente,1
420,Carlos,43.0,F,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,2023-09-20,1,1,0,Medio Ambiente,Medio Ambiente,1
423,Carlos,59.0,M,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-10-30,0,1,0,,Medio Ambiente,1
424,Camilo,53.0,Otro,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-10-12,1,0,0,Medio Ambiente,Medio Ambiente,1
427,Pedro,43.0,M,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,2024-07-12,0,0,1,Medio Ambiente,Medio Ambiente,1
429,Valentina,64.0,M,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-10-06,1,1,0,,Medio Ambiente,1
430,Sofía,69.0,F,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-09-01,1,1,0,,Medio Ambiente,0
431,Sofía,26.0,F,Cali,hay problemas con la recolección de basura.,Salud,Urgente,2023-09-26,0,1,0,Medio Ambiente,Medio Ambiente,1
432,Sofía,62.0,Otro,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-05-07,0,0,0,Medio Ambiente,Medio Ambiente,1
434,Carlos,66.0,M,Medellín,falta agua potable en varias casas.,Seguridad,No urgente,2024-07-26,0,1,1,Medio Ambiente,Medio Ambiente,1
441,Valentina,25.0,Otro,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-08-20,0,1,1,Medio Ambiente,Medio Ambiente,1
443,Ana,22.0,F,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-07-06,0,1,0,,Medio Ambiente,1
444,Valentina,80.0,Otro,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-10-01,0,0,0,Medio Ambiente,Medio Ambiente,1
447,Juan,74.0,Otro,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2023-01-25,1,1,1,Medio Ambiente,Medio Ambiente,1
448,Carlos,61.0,F,Barranquilla,falta agua potable en varias casas.,Salud,Urgente,2024-06-28,0,0,0,Medio Ambiente,Medio Ambiente,1
449,Juan,63.0,F,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-05-17,1,1,0,,Medio Ambiente,1
450,Jorge,69.0,M,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-06-14,1,1,1,Medio Ambiente,Medio Ambiente,1
453,Valentina,79.0,F,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-01-02,1,0,0,Medio Ambiente,Medio Ambiente,1
460,Valentina,71.0,M,Barranquilla,hay problemas con la recolección de basura.,Salud,No urgente,2023-03-13,1,1,0,Medio Ambiente,Medio Ambiente,1
467,Camilo,45.0,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-10-22,1,1,0,,Medio Ambiente,1
469,Valentina,22.0,M,Medellín,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-08-13,0,0,1,Medio Ambiente,Medio Ambiente,1
471,Carlos,60.0,M,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-03-06,0,1,0,Medio Ambiente,Medio Ambiente,1
474,Juan,42.0,Otro,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-05-25,0,1,0,,Medio Ambiente,1
477,Jorge,37.0,M,Santa Marta,falta agua potable en varias casas.,Educación,Urgente,2023-11-02,0,1,0,Medio Ambiente,Medio Ambiente,1
480,Sofía,57.0,F,Cali,hay problemas con la recolección de basura.,Salud,Urgente,2023-07-04,0,1,1,Medio Ambiente,Medio Ambiente,1
482,Jorge,78.0,F,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,2023-10-16,0,1,0,Medio Ambiente,Medio Ambiente,1
483,Sofía,76.0,Otro,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,2024-10-22,0,0,1,Medio Ambiente,Medio Ambiente,1
484,Sofía,18.0,Otro,Cali,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-04-08,1,1,0,Medio Ambiente,Medio Ambiente,1
487,Valentina,49.0,M,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-11-13,0,0,1,,Medio Ambiente,1
498,María,53.0,M,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-03-28,0,1,1,,Medio Ambiente,1
500,Sofía,18.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-03-29,0,0,1,,Medio Ambiente,1
502,Pedro,76.0,Otro,Bogotá,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-05-03,0,0,1,Medio Ambiente,Medio Ambiente,1
503,Laura,74.0,Otro,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-08-05,1,0,1,Medio Ambiente,Medio Ambiente,1
504,Camilo,54.0,M,Barranquilla,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-09-13,1,0,0,,Medio Ambiente,0
506,Camilo,35.0,F,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-10-06,1,0,1,Medio Ambiente,Medio Ambiente,1
507,Jorge,36.0,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-06-24,0,1,0,,Medio Ambiente,0
509,Juan,25.0,Otro,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-02-05,0,0,1,,Medio Ambiente,1
510,Carlos,48.0,F,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-02-15,1,1,1,Medio Ambiente,Medio Ambiente,1
512,Sofía,37.0,F,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-12-29,0,1,0,,Medio Ambiente,1
516,Pedro,27.0,M,Cartagena,falta agua potable en varias casas.,Salud,No urgente,2024-01-01,1,0,0,Medio Ambiente,Medio Ambiente,1
517,María,24.0,M,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,2024-06-03,1,0,0,Medio Ambiente,Medio Ambiente,1
520,Sofía,63.0,Otro,Bogotá,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-05-08,1,1,1,,Medio Ambiente,1
522,Pedro,52.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-09-19,1,1,1,,Medio Ambiente,1
523,Carlos,60.0,M,Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-06-20,0,1,0,Medio Ambiente,Medio Ambiente,1
525,María,49.0,M,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-10-15,1,1,1,,Medio Ambiente,0
529,Sofía,36.0,M,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-05-21,1,0,0,,Medio Ambiente,1
530,Laura,38.0,Otro,Cartagena,falta agua potable en varias casas.,Seguridad,Urgente,2024-07-30,1,0,0,Medio Ambiente,Medio Ambiente,1
532,Juan,64.0,M,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-01-05,1,1,1,Medio Ambiente,Medio Ambiente,1
534,María,19.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,2023-12-27,0,0,1,Medio Ambiente,Medio Ambiente,1
535,Valentina,78.0,F,Manizales,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-07-04,1,0,0,Medio Ambiente,Medio Ambiente,1
538,Valentina,51.0,M,Medellín,la contaminación del río está aumentando.,Educación,No urgente,2023-03-05,0,0,1,Medio Ambiente,Medio Ambiente,1
540,Ana,35.0,Otro,Manizales,la contaminación del río está aumentando.,Educación,Urgente,2023-02-10,0,1,0,Medio Ambiente,Medio Ambiente,1
542,Juan,19.0,Otro,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-11-03,0,1,0,,Medio Ambiente,1
544,Ana,61.0,Otro,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-05-29,0,1,1,,Medio Ambiente,0
545,Valentina,52.0,F,Pereira,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-05-25,0,1,1,,Medio Ambiente,1
548,Ana,35.0,F,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-05-02,1,0,1,,Medio Ambiente,1
550,Laura,73.0,M,Cúcuta,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-06-03,1,1,1,Medio Ambiente,Medio Ambiente,1
552,Valentina,55.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-02-29,1,1,0,,Medio Ambiente,1
558,Carlos,54.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-04-11,1,0,1,,Medio Ambiente,1
560,María,47.0,M,Pereira,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-05-26,0,0,1,Medio Ambiente,Medio Ambiente,1
562,Pedro,50.0,F,Pereira,falta agua potable en varias casas.,Salud,Urgente,2023-06-04,0,0,0,Medio Ambiente,Medio Ambiente,1
564,María,19.0,M,Medellín,la contaminación del río está aumentando.,Salud,No urgente,2024-01-03,0,0,0,Medio Ambiente,Medio Ambiente,1
566,María,26.0,Otro,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2023-10-06,0,1,1,Medio Ambiente,Medio Ambiente,1
569,Carlos,75.0,F,Manizales,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-01-01,0,0,0,Medio Ambiente,Medio Ambiente,1
570,Valentina,71.0,F,Bogotá,falta agua potable en varias casas.,Educación,No urgente,2024-05-18,1,0,1,Medio Ambiente,Medio Ambiente,1
574,Carlos,20.0,Otro,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-03-05,0,0,0,,Medio Ambiente,1
575,Juan,37.0,M,Pereira,falta agua potable en varias casas.,Seguridad,Urgente,2023-09-18,0,0,0,Medio Ambiente,Medio Ambiente,1
579,Jorge,73.0,Otro,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-08-10,0,1,0,Medio Ambiente,Medio Ambiente,1
581,Ana,16.0,Otro,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2023-05-30,0,1,0,Medio Ambiente,Medio Ambiente,1
582,María,78.0,Otro,Cartagena,la contaminación del río está aumentando.,Educación,No urgente,2024-05-01,0,0,1,Medio Ambiente,Medio Ambiente,1
584,Laura,69.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,2024-07-02,0,0,1,Medio Ambiente,Medio Ambiente,1
587,Jorge,67.0,M,Pereira,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-01-17,0,1,0,Medio Ambiente,Medio Ambiente,1
588,María,48.0,Otro,Cartagena,falta agua potable en varias casas.,Educación,No urgente,2024-01-21,0,1,0,Medio Ambiente,Medio Ambiente,1
589,Valentina,53.0,Otro,Cali,falta agua potable en varias casas.,Seguridad,No urgente,2024-10-02,0,0,0,Medio Ambiente,Medio Ambiente,1
593,Jorge,46.0,M,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-01-03,0,0,1,Medio Ambiente,Medio Ambiente,1
594,María,28.0,Otro,Cúcuta,la contaminación del río está aumentando.,Seguridad,Urgente,2024-11-03,1,1,0,Medio Ambiente,Medio Ambiente,1
597,Ana,28.0,F,Cali,falta agua potable en varias casas.,Educación,Urgente,2024-06-26,0,1,0,Medio Ambiente,Medio Ambiente,1
599,Valentina,22.0,M,Bucaramanga,falta agua potable en varias casas.,Seguridad,No urgente,2024-05-12,1,1,1,Medio Ambiente,Medio Ambiente,1
600,Pedro,48.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-01-19,1,1,1,,Medio Ambiente,1
603,Carlos,20.0,F,Cúcuta,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-07-30,0,1,1,Medio Ambiente,Medio Ambiente,1
610,Pedro,24.0,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-10-31,1,1,0,,Medio Ambiente,1
613,Camilo,32.0,F,Barranquilla,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-11-07,1,0,1,Medio Ambiente,Medio Ambiente,1
617,Carlos,56.0,Otro,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-10-14,0,1,1,,Medio Ambiente,1
620,María,37.0,Otro,Bogotá,la contaminación del río está aumentando.,Seguridad,No urgente,2023-07-26,1,0,0,Medio Ambiente,Medio Ambiente,1
621,Valentina,69.0,F,Cali,la contaminación del río está aumentando.,Educación,Urgente,2024-06-21,1,1,1,Medio Ambiente,Medio Ambiente,1
625,María,68.0,M,Santa Marta,falta agua potable en varias casas.,Educación,Urgente,2023-03-18,0,1,0,Medio Ambiente,Medio Ambiente,1
630,Jorge,47.0,F,Cartagena,la contaminación del río está aumentando.,Salud,Urgente,2024-11-14,0,0,0,Medio Ambiente,Medio Ambiente,1
631,Pedro,80.0,Otro,Pereira,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-08-01,1,0,1,Medio Ambiente,Medio Ambiente,1
632,María,68.0,Otro,Pereira,la contaminación del río está aumentando.,Educación,No urgente,2024-09-07,0,0,0,Medio Ambiente,Medio Ambiente,1
633,Laura,36.0,Otro,Cartagena,hay problemas con la recolección de basura.,Educación,Urgente,2024-10-22,1,0,0,Medio Ambiente,Medio Ambiente,1
634,Jorge,80.0,Otro,Cali,hay problemas con la recolección de basura.,Educación,No urgente,2024-03-14,1,0,1,Medio Ambiente,Medio Ambiente,1
636,Pedro,32.0,Otro,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-05-08,1,1,1,,Medio Ambiente,1
639,Sofía,48.0,Otro,Cartagena,hay problemas con la recolección de basura.,Educación,No urgente,2024-09-21,0,0,0,Medio Ambiente,Medio Ambiente,1
641,Ana,72.0,F,Barranquilla,falta agua potable en varias casas.,Seguridad,No urgente,2024-04-15,1,0,1,Medio Ambiente,Medio Ambiente,1
642,Valentina,55.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Educación,Urgente,2024-09-07,1,0,1,Medio Ambiente,Medio Ambiente,1
644,Juan,48.0,M,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-08-23,1,1,0,,Medio Ambiente,1
647,Ana,76.0,F,Barranquilla,la contaminación del río está aumentando.,Educación,No urgente,2024-06-16,1,1,0,Medio Ambiente,Medio Ambiente,1
648,Sofía,48.0,M,Barranquilla,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-10-21,1,1,0,Medio Ambiente,Medio Ambiente,1
649,Pedro,52.0,F,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-05-20,1,0,1,,Medio Ambiente,1
650,Sofía,33.0,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-09-25,1,0,1,,Medio Ambiente,1
652,Camilo,48.0,F,Cali,la contaminación del río está aumentando.,Educación,Urgente,2023-06-05,1,1,0,Medio Ambiente,Medio Ambiente,1
653,Pedro,55.0,Otro,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-08-21,0,0,0,,Medio Ambiente,1
654,Ana,43.0,Otro,Bogotá,hay problemas con la recolección de basura.,Salud,No urgente,2024-11-20,1,1,0,Medio Ambiente,Medio Ambiente,1
656,Ana,48.0,M,Santa Marta,la contaminación del río está aumentando.,Educación,No urgente,2024-10-27,1,1,0,Medio Ambiente,Medio Ambiente,1
658,Laura,46.0,M,Cúcuta,la contaminación del río está aumentando.,Salud,No urgente,2024-06-08,1,1,0,Medio Ambiente,Medio Ambiente,1
659,María,52.0,F,Manizales,la contaminación del río está aumentando.,Salud,No urgente,2023-01-18,0,0,1,Medio Ambiente,Medio Ambiente,1
660,Camilo,76.0,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-09-18,1,1,0,,Medio Ambiente,1
661,Sofía,77.0,M,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,2023-03-27,0,0,1,Medio Ambiente,Medio Ambiente,1
662,Ana,49.0,M,Cartagena,falta agua potable en varias casas.,Educación,Urgente,2023-09-28,1,0,0,Medio Ambiente,Medio Ambiente,1
663,María,70.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-10-22,1,0,0,,Medio Ambiente,1
665,Carlos,52.0,F,Cúcuta,hay problemas con la recolección de basura.,Salud,No urgente,2023-04-09,0,0,1,Medio Ambiente,Medio Ambiente,1
666,Jorge,28.0,Otro,Bucaramanga,la contaminación del río está aumentando.,Seguridad,Urgente,2023-06-26,0,0,0,Medio Ambiente,Medio Ambiente,1
667,Valentina,75.0,M,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-11-20,1,0,1,,Medio Ambiente,1
671,Valentina,48.0,F,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,2023-08-06,1,0,0,Medio Ambiente,Medio Ambiente,1
672,Valentina,45.0,F,Pereira,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-07-19,0,0,0,Medio Ambiente,Medio Ambiente,1
673,Ana,51.0,M,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-03-16,0,0,0,,Medio Ambiente,1
675,Laura,70.0,M,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-03-24,0,0,0,Medio Ambiente,Medio Ambiente,1
676,Pedro,48.0,M,Cali,falta agua potable en varias casas.,Salud,No urgente,2023-09-12,0,0,0,Medio Ambiente,Medio Ambiente,1
677,Sofía,30.0,M,Cali,hay problemas con la recolección de basura.,Salud,Urgente,2023-06-21,0,1,1,Medio Ambiente,Medio Ambiente,1
679,Laura,69.0,Otro,Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-11-12,0,1,1,Medio Ambiente,Medio Ambiente,1
690,Sofía,33.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-03-06,1,1,0,Medio Ambiente,Medio Ambiente,1
691,Juan,66.0,M,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-10-24,0,1,1,Medio Ambiente,Medio Ambiente,1
692,Ana,64.0,M,Barranquilla,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-06-26,1,1,1,Medio Ambiente,Medio Ambiente,1
698,Carlos,75.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-12-15,0,0,1,Medio Ambiente,Medio Ambiente,1
699,Ana,51.0,F,Manizales,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-07-18,1,0,1,Medio Ambiente,Medio Ambiente,1
701,Laura,19.0,M,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-10-07,0,1,1,,Medio Ambiente,1
703,Ana,57.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-02-05,1,1,0,,Medio Ambiente,0
706,Carlos,18.0,Otro,Cúcuta,hay problemas con la recolección de basura.,Educación,Urgente,2024-09-16,1,1,1,Medio Ambiente,Medio Ambiente,1
710,Juan,75.0,M,Pereira,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-04-06,0,1,0,Medio Ambiente,Medio Ambiente,1
711,Camilo,20.0,Otro,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-01-13,0,1,1,,Medio Ambiente,0
714,Camilo,56.0,F,Cúcuta,falta agua potable en varias casas.,Educación,No urgente,2023-05-02,1,0,0,Medio Ambiente,Medio Ambiente,1
715,Valentina,55.0,Otro,Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-02-04,1,1,1,Medio Ambiente,Medio Ambiente,1
716,Camilo,31.0,Otro,Cúcuta,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-04-03,1,0,0,Medio Ambiente,Medio Ambiente,1
717,Laura,69.0,M,Cartagena,la contaminación del río está aumentando.,Seguridad,No urgente,2023-10-27,0,0,1,Medio Ambiente,Medio Ambiente,1
718,Jorge,73.0,M,Pereira,falta agua potable en varias casas.,Educación,Urgente,2024-04-08,0,1,1,Medio Ambiente,Medio Ambiente,1
722,Ana,57.0,M,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-02-21,0,0,0,,Medio Ambiente,1
732,Ana,46.0,Otro,Cartagena,falta agua potable en varias casas.,Salud,No urgente,2023-11-22,1,1,0,Medio Ambiente,Medio Ambiente,1
735,Jorge,37.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-08-05,1,0,0,,Medio Ambiente,1
737,Valentina,25.0,F,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-10-28,0,0,0,Medio Ambiente,Medio Ambiente,1
741,Jorge,74.0,F,Cali,hay problemas con la recolección de basura.,Educación,No urgente,2024-09-08,0,1,1,Medio Ambiente,Medio Ambiente,1
749,Juan,16.0,F,Bogotá,falta agua potable en varias casas.,Educación,No urgente,2023-12-08,0,1,0,Medio Ambiente,Medio Ambiente,1
751,Jorge,21.0,F,Manizales,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-04-30,0,1,0,Medio Ambiente,Medio Ambiente,1
752,Sofía,50.0,M,Pereira,hay problemas con la recolección de basura.,Salud,No urgente,2024-07-31,1,0,0,Medio Ambiente,Medio Ambiente,1
756,Ana,54.0,M,Bucaramanga,falta agua potable en varias casas.,Salud,No urgente,2024-10-08,1,0,0,Medio Ambiente,Medio Ambiente,1
761,Camilo,48.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-11-07,0,1,1,,Medio Ambiente,1
766,Sofía,63.0,M,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,2023-11-16,0,0,0,Medio Ambiente,Medio Ambiente,1
774,Camilo,57.0,F,Cúcuta,la contaminación del río está aumentando.,Seguridad,No urgente,2023-07-27,1,1,0,Medio Ambiente,Medio Ambiente,1
777,Jorge,25.0,Otro,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-10-10,1,1,0,,Medio Ambiente,1
